date,temp_max,temp_min,precipitation,wind,weather
04-09-2010,25.937,24.087,19.1,17.462784,Rain
05-09-2010,28.587,25.087,0.1,22.725668,Drizzle
06-09-2010,29.187,24.937,5.9999995,21.479666,Rain
07-09-2010,27.637,24.687,4.899999,20.172853,Drizzle
08-09-2010,30.536999,24.587,0.90000004,18.692286,Drizzle
09-09-2010,30.536999,24.937,0.6,13.237039,Drizzle
10-09-2010,30.637,24.887,8.4,10.086427,Rain
11-09-2010,31.437,24.637,11.2,6.9247384,Rain
12-09-2010,31.487,24.036999,21.9,6.1305785,Rain
13-09-2010,30.737,24.036999,18.9,7.928177,Rain
14-09-2010,30.337,24.087,13.900001,9.021574,Rain
15-09-2010,30.387,24.237,25.7,13.513193,Rain
16-09-2010,29.536999,24.387,19.300001,14.264361,Rain
17-09-2010,28.337,24.237,7.799999,16.92383,Rain
18-09-2010,30.536999,24.536999,0.9,13.084402,Drizzle
19-09-2010,30.937,24.286999,2.6,9.178235,Rain
20-09-2010,30.637,24.437,1,13.854155,Drizzle
21-09-2010,31.237,24.587,0.9,8.699793,Drizzle
22-09-2010,32.137,24.437,0.1,5.5887027,Drizzle
23-09-2010,31.087,24.937,6.7,6.162207,Rain
24-09-2010,30.937,24.337,4.7,6.3690495,Rain
25-09-2010,32.137,23.987,4.9,8.225035,Rain
26-09-2010,31.087,24.137,1.2,9.904906,Drizzle
27-09-2010,30.737,24.337,1.7,10.739832,Drizzle
28-09-2010,31.036999,24.137,3.3999999,6.8399997,Rain
29-09-2010,31.087,23.687,31.1,7.5942073,Rain
30-09-2010,30.786999,23.786999,1.1,11.177405,Drizzle
01-10-2010,29.187,23.687,5.3999996,8.699793,Rain
02-10-2010,27.687,23.637,5.2999997,9,Rain
03-10-2010,30.437,23.687,3.8000002,7.628263,Rain
04-10-2010,31.987,23.087,0.6,6.519877,Drizzle
05-10-2010,30.387,24.237,19.6,8.913181,Rain
06-10-2010,28.187,24.837,14.800001,11.4862,Rain
07-10-2010,27.737,24.587,7.3999987,14.182355,Drizzle
08-10-2010,31.786999,24.187,1.5,8.089993,Drizzle
09-10-2010,31.887,23.937,0.8,10.086427,Drizzle
10-10-2010,32.937,23.987,0,9.47012,Sunny
11-10-2010,32.987,24.437,0,9.3669195,Sunny
12-10-2010,32.387,23.637,0.1,7.145796,Drizzle
13-10-2010,32.687,23.487,0,14.044615,Sunny
14-10-2010,32.537,23.786999,0,14.934577,Sunny
15-10-2010,29.286999,24.637,0,16.610792,Sunny
16-10-2010,25.036999,23.286999,4.7999997,16.1198,Rain
17-10-2010,27.286999,23.036999,0.5,12.849528,Drizzle
18-10-2010,28.536999,23.637,11.800001,13.18308,Rain
19-10-2010,29.187,22.987,0.5,9.3876505,Drizzle
20-10-2010,30.737,22.987,0.7,6.9527545,Drizzle
21-10-2010,31.437,23.587,0.2,8.14587,Drizzle
22-10-2010,31.087,23.937,5.9999995,12.620554,Rain
23-10-2010,30.837,23.887,5.9,9.3876505,Rain
24-10-2010,29.536999,23.437,6,6.6087217,Rain
25-10-2010,28.737,22.737,6,7.42159,Rain
26-10-2010,29.036999,22.387,1,10.1887,Drizzle
27-10-2010,30.036999,21.937,0,11.503113,Sunny
28-10-2010,30.087,21.536999,0,8.825508,Sunny
29-10-2010,27.837,23.137,4.1,11.119281,Drizzle
30-10-2010,24.987,22.987,47.999996,12.7279215,Rain
31-10-2010,24.536999,22.737,46.899994,15.459054,Rain
01-11-2010,23.786999,22.437,32.299995,12.641076,Rain
02-11-2010,24.237,22.437,5.9999995,12.144331,Rain
03-11-2010,28.387,22.437,6.5,14.689589,Rain
04-11-2010,29.687,22.387,3.8,12.599998,Rain
05-11-2010,29.786999,21.937,0.4,9.47012,Drizzle
06-11-2010,29.536999,21.786999,9.7,11.177405,Rain
07-11-2010,27.237,22.087,6,27.362368,Drizzle
08-11-2010,28.187,23.536999,4,22.180206,Drizzle
09-11-2010,28.987,23.237,1.3,18.782204,Drizzle
10-11-2010,29.887,22.937,8.2,6.989936,Rain
11-11-2010,29.737,22.487,6.2000003,8.049845,Rain
12-11-2010,29.687,22.987,2.8999999,8.4042845,Rain
13-11-2010,30.237,22.687,0.7,8.4963045,Drizzle
14-11-2010,29.487,22.487,1.7,12.682018,Drizzle
15-11-2010,29.837,22.237,0,10.446206,Sunny
16-11-2010,28.087,22.786999,0.3,16.563911,Drizzle
17-11-2010,27.487,23.036999,5,16.65754,Rain
18-11-2010,29.337,21.687,0,11.525623,Sunny
19-11-2010,29.737,21.487,0.2,6.8399997,Drizzle
20-11-2010,29.837,22.887,1.9,6.8777895,Drizzle
21-11-2010,29.536999,22.437,1,9.504273,Drizzle
22-11-2010,28.786999,21.187,0.2,10.703569,Drizzle
23-11-2010,28.536999,21.337,0,9,Sunny
24-11-2010,28.637,22.137,1.4000001,10.105681,Drizzle
25-11-2010,29.087,19.737,0.70000005,10.105681,Drizzle
26-11-2010,28.887,19.587,0,7.2359104,Sunny
27-11-2010,28.837,19.637,0,11.659777,Sunny
28-11-2010,29.187,20.187,0,9.83268,Sunny
29-11-2010,29.786999,20.036999,0,7.928177,Sunny
30-11-2010,29.286999,20.437,0,8.78872,Sunny
01-12-2010,28.637,21.937,0,10.594036,Sunny
02-12-2010,28.237,21.587,1.1,11.770403,Drizzle
03-12-2010,28.437,20.337,0.1,11.113451,Drizzle
04-12-2010,27.337,19.786999,0,10.446206,Sunny
05-12-2010,23.687,19.087,20.5,13.570615,Rain
06-12-2010,21.036999,18.786999,14.799999,15.03835,Rain
07-12-2010,23.237,20.437,39.4,18.947083,Rain
08-12-2010,26.387,21.637,6.1,16.323528,Rain
09-12-2010,25.987,20.286999,0.3,12.397806,Drizzle
10-12-2010,28.587,19.786999,0,13.089354,Sunny
11-12-2010,26.987,20.536999,0.70000005,7.754637,Drizzle
12-12-2010,28.087,20.587,0.8,8.209263,Drizzle
13-12-2010,28.536999,19.587,0,5.8048253,Sunny
14-12-2010,28.887,18.837,0,11.304229,Sunny
15-12-2010,27.337,18.987,0,7.24486,Sunny
16-12-2010,26.687,17.937,0.1,7.0911775,Drizzle
17-12-2010,26.337,15.387,0,7.928177,Sunny
18-12-2010,25.737,14.737,0,8.311245,Sunny
19-12-2010,26.036999,14.337001,0,8.557102,Sunny
20-12-2010,26.387,14.187,0,9.47012,Sunny
21-12-2010,25.987,12.837001,0,8.64,Sunny
22-12-2010,25.937,12.837001,0,9.504272,Sunny
23-12-2010,26.036999,13.937,0,8.78872,Sunny
24-12-2010,26.337,14.337001,0,8.311245,Sunny
25-12-2010,26.737,14.537001,0,8.759178,Sunny
26-12-2010,26.487,16.487,0,10.464797,Sunny
27-12-2010,26.437,15.837001,0,11.119281,Sunny
28-12-2010,26.587,16.487,0,11.592895,Sunny
29-12-2010,26.437,17.137,0,11.043261,Sunny
30-12-2010,26.587,16.137,0,10.00256,Sunny
31-12-2010,26.987,16.036999,0,11.681987,Sunny
01-01-2011,28.237,16.337,0,7.7043357,Sunny
02-01-2011,28.687,17.987,0,12.522619,Sunny
03-01-2011,28.786999,19.637,0,10.990322,Sunny
04-01-2011,27.036999,18.587,0,10.365251,Sunny
05-01-2011,27.337,16.637,0,10.105681,Sunny
06-01-2011,26.837,15.887,0,10.239453,Sunny
07-01-2011,27.036999,15.537001,0,11.177405,Sunny
08-01-2011,27.786999,15.687,0,10.1376915,Sunny
09-01-2011,28.937,16.187,0,8.311245,Sunny
10-01-2011,29.237,15.087001,0,10.041354,Sunny
11-01-2011,28.137,14.637,0,9.746631,Sunny
12-01-2011,28.187,15.187,0,8.287822,Sunny
13-01-2011,29.137,16.337,0,8.534353,Sunny
14-01-2011,28.887,16.487,0,8.209263,Sunny
15-01-2011,28.987,15.737,0,11.212135,Sunny
16-01-2011,29.137,15.487,0,8.942214,Sunny
17-01-2011,29.837,14.737,0,8.28,Sunny
18-01-2011,30.137,15.737,0,9.0645685,Sunny
19-01-2011,29.387,18.687,0,9.726665,Sunny
20-01-2011,30.237,18.536999,0,8.287822,Sunny
21-01-2011,28.887,18.937,0,10.1887,Sunny
22-01-2011,29.087,18.237,0,8.14587,Sunny
23-01-2011,29.737,17.987,0,12.181624,Sunny
24-01-2011,30.087,17.687,0,12.074766,Sunny
25-01-2011,30.087,17.337,0,10.685391,Sunny
26-01-2011,30.387,17.286999,0,9.726664,Sunny
27-01-2011,31.137,16.987,0,9.504272,Sunny
28-01-2011,30.536999,17.737,0,11.720751,Sunny
29-01-2011,30.637,18.286999,0,14.168641,Sunny
30-01-2011,30.987,18.987,0,14.168641,Sunny
31-01-2011,31.437,18.337,0,11.592894,Sunny
01-02-2011,31.837,17.487,0,12.496718,Sunny
02-02-2011,31.036999,18.536999,0,11.246759,Sunny
03-02-2011,30.036999,17.987,0,13.18308,Sunny
04-02-2011,31.187,18.437,0,10.703569,Sunny
05-02-2011,30.487,17.837,0,10.883676,Sunny
06-02-2011,30.387,18.837,0,13.0447235,Sunny
07-02-2011,31.587,18.536999,0,11.966953,Sunny
08-02-2011,32.237,19.437,0,10.538843,Sunny
09-02-2011,32.586998,18.337,0,14.241629,Sunny
10-02-2011,32.787,16.987,0,13.32,Sunny
11-02-2011,32.237,17.536999,0,12.0694,Sunny
12-02-2011,32.336998,17.237,0,10.08,Sunny
13-02-2011,33.086998,18.187,0,12.6462,Sunny
14-02-2011,32.637,19.337,0,14.689589,Sunny
15-02-2011,31.337,17.987,0,16.981165,Sunny
16-02-2011,30.837,17.536999,0,12.245293,Sunny
17-02-2011,31.887,19.187,0,10.538843,Sunny
18-02-2011,31.237,20.786999,0,13.1041975,Sunny
19-02-2011,30.687,21.637,0,12.979984,Sunny
20-02-2011,30.337,22.137,0.3,14.186923,Drizzle
21-02-2011,29.036999,21.286999,6,10.464798,Rain
22-02-2011,28.887,21.337,1.6,11.542478,Drizzle
23-02-2011,28.987,20.487,0.2,12.24,Drizzle
24-02-2011,30.237,19.786999,0.2,13.450708,Drizzle
25-02-2011,30.337,20.187,0,12.879752,Sunny
26-02-2011,31.587,19.987,0,13.746156,Sunny
27-02-2011,31.487,20.786999,0.4,13.450708,Drizzle
28-02-2011,31.887,20.237,0,12.496718,Sunny
01-03-2011,32.437,20.887,0,15.111424,Sunny
02-03-2011,32.737,19.786999,0,14.458382,Sunny
03-03-2011,33.537,20.036999,0,13.1041975,Sunny
04-03-2011,34.037,19.337,0,12.224107,Sunny
05-03-2011,34.937,19.987,0,12.522619,Sunny
06-03-2011,36.387,19.487,0,10.538843,Sunny
07-03-2011,37.836998,19.786999,0,7.928178,Sunny
08-03-2011,37.937,22.036999,0,12.313893,Sunny
09-03-2011,36.237,21.286999,0,14.689589,Sunny
10-03-2011,34.537,20.387,0,14.205182,Sunny
11-03-2011,33.336998,20.387,0,12.879752,Sunny
12-03-2011,33.937,21.036999,0,11.966954,Sunny
13-03-2011,34.537,22.937,0,15.463246,Sunny
14-03-2011,34.336998,22.737,0,14.934577,Sunny
15-03-2011,33.037,23.087,0,12.245293,Sunny
16-03-2011,34.237,22.487,0,18.089775,Sunny
17-03-2011,34.086998,21.387,0,16.981165,Sunny
18-03-2011,33.086998,19.987,0,13.358861,Sunny
19-03-2011,34.387,20.337,0,14.917212,Sunny
20-03-2011,34.537,20.786999,0,14.471821,Sunny
21-03-2011,34.387,20.786999,0,11.966953,Sunny
22-03-2011,35.687,21.887,0,12.413476,Sunny
23-03-2011,34.487,23.237,0,12.904882,Sunny
24-03-2011,34.086998,22.487,0,14.118243,Sunny
25-03-2011,33.637,22.237,0.5,13.217443,Drizzle
26-03-2011,33.737,22.087,0.2,11.4862,Drizzle
27-03-2011,35.387,23.187,0,14.917212,Sunny
28-03-2011,36.237,22.937,0,16.808569,Sunny
29-03-2011,35.687,23.937,0,12.9249525,Sunny
30-03-2011,36.287,23.536999,0,13.084402,Sunny
31-03-2011,36.836998,23.237,0,13.722565,Sunny
01-04-2011,36.537,23.687,0,15.596767,Sunny
02-04-2011,35.637,24.637,0,14.658676,Sunny
03-04-2011,35.437,24.937,0,15.496736,Sunny
04-04-2011,35.637,25.137,0.2,16.58346,Drizzle
05-04-2011,34.836998,25.286999,2.4,13.854155,Rain
06-04-2011,32.836998,23.587,2.1,13.324863,Rain
07-04-2011,33.687,22.687,0.3,12.538134,Drizzle
08-04-2011,34.487,22.187,0,12.413477,Sunny
09-04-2011,34.987,23.337,0.3,14.8257065,Drizzle
10-04-2011,34.086998,23.687,0,14.021525,Sunny
11-04-2011,34.487,23.337,0,11.770403,Sunny
12-04-2011,35.387,23.487,0,11.91812,Sunny
13-04-2011,35.987,23.536999,0,14.48972,Sunny
14-04-2011,34.937,23.937,0,13.708391,Sunny
15-04-2011,35.086998,23.786999,0,14.707222,Sunny
16-04-2011,35.387,24.687,0,15.034041,Sunny
17-04-2011,35.687,24.987,0,12.849528,Sunny
18-04-2011,36.137,25.637,0.3,14.512064,Drizzle
19-04-2011,36.086998,26.087,0,15.188415,Sunny
20-04-2011,34.836998,26.286999,0,15.94601,Sunny
21-04-2011,34.336998,26.187,0.9,13.441071,Drizzle
22-04-2011,29.637,24.237,19.400003,12.9249525,Rain
23-04-2011,31.786999,24.137,0.90000004,13.281023,Drizzle
24-04-2011,31.587,24.237,0,13.584932,Sunny
25-04-2011,32.737,24.087,1,15.484185,Drizzle
26-04-2011,33.086998,24.737,0,14.982228,Sunny
27-04-2011,33.336998,24.487,0,14.81259,Sunny
28-04-2011,34.086998,24.286999,0.4,16.09969,Drizzle
29-04-2011,34.586998,25.837,0,14.021525,Sunny
30-04-2011,33.537,25.737,1.8,12.496718,Rain
01-05-2011,34.487,25.587,0,9.255571,Sunny
02-05-2011,35.937,25.937,0,12.096214,Sunny
03-05-2011,38.437,26.437,0,12.287555,Sunny
04-05-2011,38.637,25.786999,0,9,Sunny
05-05-2011,40.836998,25.536999,0,10.315115,Sunny
